,Ensemble_adv,Ensemble_true,True,adv_model0,adv_model1,adv_model2,adv_model3,adv_model4,adv_model5,adv_model6,adv_model7,adv_model8,adv_model9,model0,model1,model2,model3,model4,model5,model6,model7,model8,model9
5941,3,5,9,8,3,8,3,3,8,3,8,3,8,5,5,5,8,5,8,0,8,5,0
5942,3,1,1,3,1,1,1,3,1,3,3,8,1,1,1,1,1,1,1,1,1,1,1
5943,8,2,2,8,8,8,8,2,8,8,8,8,2,8,8,2,2,2,2,8,2,2,2
5944,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6
5945,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
5946,5,3,3,5,3,5,5,5,8,3,8,8,3,3,3,3,3,3,3,3,3,3,3
5947,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5948,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7
5949,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5950,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
5951,8,1,1,3,8,8,8,8,8,8,8,8,1,1,1,1,1,1,1,1,1,1,1
5952,6,4,4,4,6,6,6,6,4,6,6,4,6,4,4,4,4,4,4,4,4,4,4
5953,5,3,3,5,5,5,5,5,5,5,8,8,3,3,3,3,3,3,3,3,3,3,3
5954,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6
5955,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7
5956,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
5957,8,3,3,5,8,8,5,8,8,3,8,8,3,3,3,3,3,3,3,3,3,3,3
5958,8,1,1,8,8,8,8,8,8,8,8,8,8,1,1,1,1,1,1,1,1,1,1
5959,6,7,2,6,6,6,6,6,6,6,6,6,6,2,7,7,7,6,7,7,7,2,2
5960,8,1,1,8,8,8,8,8,8,8,8,8,1,1,1,1,1,1,1,1,1,1,1
5961,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,8,2,8,8,8,2,8,2
5962,4,9,9,5,5,4,4,8,4,9,8,4,4,5,5,0,8,9,9,0,8,9,9
5963,0,6,6,0,0,6,0,0,0,0,6,0,0,6,6,6,6,6,6,6,6,6,6
5964,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5965,7,1,1,3,7,8,7,3,7,7,8,3,7,1,1,1,1,1,1,1,1,1,1
5966,8,3,3,8,8,8,5,8,8,8,8,8,8,3,3,3,3,3,3,3,3,3,3
5967,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5968,2,2,2,2,2,2,2,2,2,2,8,2,2,2,2,2,2,2,2,2,2,2,2
5969,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7
5970,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
5971,9,7,7,9,9,9,9,7,7,7,5,9,7,7,7,7,7,7,7,7,7,7,7
5972,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6
5973,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
5974,4,9,9,9,9,4,4,4,4,4,4,9,4,0,9,9,9,9,9,0,8,9,9
5975,1,1,1,3,1,1,1,3,1,3,3,8,1,1,1,1,1,1,1,1,1,1,1
5976,4,9,9,4,9,4,4,4,4,9,4,4,4,9,9,9,9,9,9,9,9,9,9
5977,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5978,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6
5979,0,0,0,0,5,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5980,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6
5981,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5982,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
5983,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5984,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6
5985,8,1,1,8,8,8,1,8,8,8,8,8,1,1,1,1,1,1,1,1,1,1,1
5986,5,5,5,5,5,5,8,8,8,5,5,5,5,5,5,5,5,5,5,5,5,5,5
5987,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8
5988,4,4,4,4,4,6,4,6,4,4,8,4,4,4,4,4,4,4,4,4,4,4,4
5989,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,3,3,3
5990,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5991,1,1,1,3,1,1,1,3,1,3,8,8,1,1,1,1,1,1,1,1,1,1,1
5992,5,5,5,5,5,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
5993,4,4,4,4,4,4,4,4,4,9,8,4,4,4,4,4,4,4,4,4,4,4,4
5994,4,4,4,4,6,4,6,6,4,4,6,4,4,4,4,4,4,4,4,4,4,4,4
5995,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8
5996,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
5997,7,7,7,9,9,9,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7
5998,5,5,5,5,5,5,5,5,8,5,5,5,5,5,5,5,5,5,5,5,5,5,5
5999,7,7,7,7,9,9,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7
6000,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8
6001,5,3,3,5,5,5,5,5,3,3,3,5,3,3,3,3,3,3,3,3,3,3,3
6002,4,4,4,9,4,4,4,4,4,9,4,4,4,4,4,4,4,4,4,4,4,4,4
6003,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8
6004,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8
6005,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
6006,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
6007,8,0,9,8,5,6,6,8,4,6,4,8,4,0,5,0,0,5,0,0,0,0,0
6008,7,7,7,7,7,8,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7
6009,1,1,1,3,1,1,1,3,1,3,8,8,1,1,1,1,1,1,1,1,1,1,1
6010,8,8,3,8,2,8,8,8,8,8,8,8,8,8,3,8,8,3,8,3,8,8,3
6011,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8
6012,1,1,1,3,1,1,1,3,1,3,3,8,1,1,1,1,1,1,1,1,1,1,1
6013,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6014,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7
6015,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
6016,8,5,9,5,8,8,8,8,8,3,3,3,8,5,5,3,8,5,3,3,5,3,5
6017,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6
6018,5,5,9,5,5,3,5,3,5,3,5,3,5,5,8,5,8,5,5,0,5,8,8
6019,4,4,4,4,6,6,4,6,6,4,6,4,4,4,4,4,4,4,4,4,4,4,4
6020,7,7,7,7,7,9,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7
6021,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7
6022,5,0,9,5,5,8,5,5,8,5,5,8,5,5,5,0,5,5,0,0,5,0,0
6023,4,0,9,4,4,4,4,4,4,6,4,8,4,5,8,0,0,5,0,0,0,0,0
6024,5,3,3,5,5,8,5,5,5,5,5,5,5,3,3,5,3,3,3,3,3,3,3
6025,4,4,4,9,4,4,4,4,4,9,4,4,4,4,4,4,4,4,4,4,4,4,4
6026,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
6027,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
6028,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8
6029,6,6,6,5,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6
6030,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
6031,5,0,0,5,5,0,5,5,3,5,5,5,5,0,0,0,0,0,0,0,0,0,0
6032,3,1,1,3,1,1,1,3,1,3,3,8,1,1,1,1,1,1,1,1,1,1,1
6033,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
6034,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
6035,4,4,4,7,4,4,7,7,4,7,8,8,4,4,4,4,4,4,4,4,4,4,4
6036,5,5,5,5,5,8,5,8,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
6037,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6
6038,9,7,7,9,9,9,9,9,9,9,9,9,9,7,7,7,7,7,7,7,7,7,7
6039,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8
6040,4,9,9,9,9,4,4,4,4,4,4,4,4,9,9,9,9,9,9,9,9,9,9
6041,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6042,8,1,1,3,8,1,1,3,1,3,8,8,1,1,1,1,1,1,1,1,1,1,1
6043,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
6044,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
6045,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
6046,3,5,5,3,3,3,3,3,3,3,3,3,3,5,5,5,5,5,5,5,5,5,5
6047,6,6,6,6,6,6,4,6,6,4,6,4,4,6,6,6,6,6,6,6,6,6,6
6048,9,7,7,9,9,9,5,5,9,9,5,9,9,7,7,7,7,7,7,7,7,7,7
6049,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8
6050,9,9,9,9,9,4,4,9,4,9,4,9,4,9,9,9,9,9,9,9,9,9,9
6051,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6052,8,1,1,3,1,1,1,8,8,3,8,8,1,1,1,1,1,1,1,1,1,1,1
6053,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
6054,3,3,3,3,3,3,3,8,3,3,8,8,3,3,3,3,3,3,3,3,3,3,3
6055,5,4,4,7,4,5,5,5,4,5,5,5,4,4,4,4,4,4,4,4,4,4,4
6056,5,5,5,5,5,0,3,3,3,5,5,5,5,5,5,5,5,5,5,5,5,5,5
6057,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6
6058,7,7,7,9,9,9,9,7,9,7,7,7,7,7,7,7,7,7,7,7,7,7,7
6059,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8
6060,7,9,9,7,7,7,7,7,7,7,7,7,7,9,9,9,9,9,9,9,9,9,9
6061,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6062,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8
6063,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
6064,7,9,9,7,7,7,7,7,7,7,7,7,7,9,9,9,9,9,9,9,9,9,9
6065,3,5,5,3,3,3,3,3,3,3,3,3,3,5,5,5,5,5,5,5,5,5,5
6066,0,5,5,0,5,0,0,0,3,5,3,3,0,5,5,5,5,5,5,5,5,5,5
6067,2,2,2,2,2,2,3,2,2,3,3,2,2,2,2,2,2,2,2,2,2,2,2
6068,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6
6069,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8
6070,4,4,4,5,4,6,4,5,4,6,4,4,4,4,4,4,4,4,4,4,4,4,4
6071,9,9,9,7,9,4,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9
6072,1,1,1,2,2,1,1,3,1,3,8,8,1,1,1,1,1,1,1,1,1,1,1
6073,9,7,7,9,9,9,9,9,9,9,5,9,9,7,7,7,7,7,7,7,7,7,7
6074,8,1,1,3,1,1,1,3,1,3,3,8,1,1,1,1,1,1,1,1,1,1,1
6075,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
6076,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
6077,3,5,5,3,3,3,3,3,3,3,3,3,3,5,5,5,5,5,5,5,5,5,5
6078,9,9,9,7,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9
6079,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6
6080,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9
6081,3,1,1,3,2,8,1,3,1,3,3,8,1,1,1,1,1,1,1,1,1,1,1
6082,3,1,1,3,3,8,1,3,3,3,3,8,3,1,1,1,1,1,1,1,1,1,1
6083,3,1,1,3,3,8,3,3,3,3,3,8,3,1,1,1,1,1,1,1,1,1,1
6084,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
6085,7,9,9,7,7,9,7,7,7,7,7,7,7,9,9,9,9,9,9,9,9,9,9
6086,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
6087,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6
6088,2,8,8,2,2,8,2,2,2,2,2,8,2,8,8,8,8,8,8,8,8,8,8
6089,3,1,1,3,3,8,8,3,8,3,3,8,8,1,1,1,1,1,1,1,1,1,1
6090,2,2,2,2,2,2,7,2,2,2,2,7,2,2,2,2,2,2,2,2,2,2,2
6091,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6092,9,7,7,9,9,9,9,9,4,9,9,9,4,7,7,7,7,7,7,7,7,7,7
6093,4,7,7,9,4,4,9,9,4,4,5,9,4,7,7,7,7,7,7,7,7,7,7
6094,3,5,5,3,3,3,3,3,3,3,3,3,3,5,5,5,5,5,5,5,5,5,5
6095,8,8,8,8,8,8,5,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8
6096,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
6097,9,9,9,9,9,9,9,9,9,9,9,9,4,9,9,9,9,9,9,9,9,9,9
6098,8,8,8,3,3,8,8,3,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8
6099,7,9,9,7,7,9,7,7,9,7,7,7,7,9,9,9,9,9,9,9,9,9,9
6100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6101,9,4,4,9,9,9,9,9,4,9,8,9,9,4,4,4,4,4,4,4,4,4,4
6102,4,6,6,4,6,4,4,4,4,4,6,4,4,6,6,6,6,6,6,6,6,6,6
6103,7,7,7,9,7,9,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7
6104,3,1,1,3,3,8,1,3,8,3,3,8,1,1,1,1,1,1,1,1,1,1,1
6105,3,3,3,3,3,3,3,3,3,3,3,8,3,3,3,3,3,3,3,3,3,3,3
6106,4,4,4,7,4,4,4,4,4,7,4,8,4,4,4,4,4,4,4,4,4,4,4
6107,3,5,5,5,3,3,3,3,3,3,3,3,3,5,5,5,5,5,5,5,5,5,5
6108,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6
6109,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6110,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
6111,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6
6112,8,8,8,3,8,8,8,8,8,3,8,8,8,8,8,8,8,8,8,8,8,8,8
6113,7,7,7,0,0,0,7,7,7,7,0,7,0,7,7,7,7,7,7,7,7,7,7
6114,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6115,8,4,4,5,8,8,8,5,4,0,8,8,8,4,4,4,4,4,4,4,4,4,4
6116,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
6117,9,7,7,9,9,9,9,9,9,9,5,9,9,7,7,7,7,7,7,7,7,7,7
6118,4,4,4,4,4,4,4,6,4,6,4,4,6,4,4,4,4,4,4,4,4,4,4
6119,9,7,7,9,9,0,9,5,9,7,5,9,9,7,7,7,7,7,7,7,7,7,7
6120,5,5,5,5,5,5,5,3,3,5,3,5,5,5,5,5,5,5,5,5,5,5,5
6121,7,4,4,7,7,4,7,7,7,7,7,7,7,4,4,4,4,4,4,4,4,4,4
6122,3,3,3,3,3,3,3,3,3,3,8,3,3,3,3,3,3,3,3,3,3,3,3
6123,6,4,4,6,6,6,6,6,6,6,6,6,6,4,4,4,4,4,4,4,4,4,4
6124,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
6125,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8
6126,8,1,1,2,8,8,8,3,8,3,8,8,8,1,1,1,1,1,1,1,1,1,1
6127,0,5,5,0,0,0,0,0,0,0,0,0,0,5,5,5,5,5,5,5,5,5,5
6128,3,1,1,3,3,3,7,3,3,3,3,3,3,1,1,1,1,1,1,1,1,1,1
6129,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
6130,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6131,2,2,2,2,2,2,4,2,2,4,2,2,2,2,2,2,2,2,2,2,2,2,2
6132,0,5,5,5,5,0,5,0,0,5,0,0,0,5,5,5,5,5,5,5,5,5,5
6133,6,6,6,8,6,4,6,8,6,6,6,8,6,6,6,6,6,6,6,6,6,6,6
6134,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
6135,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
6136,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6137,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6138,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6139,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
6140,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
6141,0,5,5,0,0,0,0,0,0,0,0,0,0,5,5,5,5,5,5,5,5,5,5
6142,7,7,7,7,7,0,7,7,7,7,0,7,0,7,7,7,7,7,7,7,7,7,7
6143,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6144,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6
6145,8,4,4,5,4,8,7,5,4,7,8,8,4,4,4,4,4,4,4,4,4,4,4
6146,8,8,8,8,2,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8
6147,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8
6148,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6
6149,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
6150,0,4,4,0,4,0,0,5,4,0,0,0,0,4,4,4,4,4,4,4,4,4,4
6151,0,6,6,6,6,6,0,0,0,0,6,0,6,6,6,6,6,6,6,6,6,6,6
6152,8,9,9,9,9,8,8,8,9,8,8,8,9,9,9,9,9,9,9,9,9,9,9
6153,7,9,9,7,7,7,7,7,7,7,7,7,7,9,9,9,9,9,9,9,9,9,9
6154,8,8,8,3,8,8,3,8,3,2,8,8,1,3,8,8,3,3,3,8,8,8,8
6155,0,2,2,0,0,0,0,0,0,0,0,0,0,2,2,2,2,2,2,2,2,2,2
6156,7,7,7,7,8,9,8,7,7,7,7,8,7,7,7,7,7,7,7,7,7,7,7
6157,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7
6158,3,1,1,3,3,3,7,3,3,3,3,8,3,1,1,1,1,1,1,1,1,1,1
6159,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6160,3,1,1,3,2,1,1,3,1,3,3,8,1,1,1,1,1,1,1,1,1,1,1
6161,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
6162,3,3,3,3,3,3,3,3,3,3,3,3,3,3,9,3,9,3,3,3,9,9,3
6163,4,4,4,4,6,6,4,4,4,6,6,4,6,4,4,4,4,4,4,4,4,4,4
6164,2,5,5,5,5,2,0,2,3,3,2,5,2,5,5,5,5,5,5,5,5,5,5
6165,6,6,6,6,6,6,6,6,4,4,6,4,6,6,6,6,6,6,6,6,6,6,6
6166,7,7,7,7,7,3,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7
6167,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8
6168,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9
6169,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6170,3,1,1,3,3,8,1,3,1,3,3,8,1,1,1,1,1,1,1,1,1,1,1
6171,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
6172,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
6173,4,4,4,4,4,4,4,4,4,2,4,4,4,4,4,4,4,4,4,4,4,4,4
6174,6,5,5,5,5,6,5,6,5,6,5,6,6,5,5,6,2,6,5,6,5,5,6
6175,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6
6176,7,7,7,7,7,3,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7
6177,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8
6178,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6179,3,1,1,3,3,1,1,3,8,3,3,8,1,1,1,1,1,1,1,1,1,1,1
6180,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
6181,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
6182,4,4,4,6,6,6,4,6,4,2,4,4,4,4,4,4,4,4,4,4,4,4,4
6183,5,5,5,5,5,2,2,2,2,5,5,5,5,5,5,5,5,5,5,5,5,5,5
6184,0,6,6,0,0,6,0,0,0,0,6,0,0,6,6,6,6,6,6,6,6,6,6
6185,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7
6186,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8
6187,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
6188,3,1,1,3,3,3,3,3,3,3,3,3,3,1,1,1,1,1,1,1,1,1,1
6189,7,7,7,5,7,0,7,5,7,7,5,7,7,7,7,7,7,7,7,7,7,7,7
6190,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
6191,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
6192,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6193,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8
6194,6,0,0,6,6,6,6,6,6,6,6,6,6,0,0,0,0,0,0,0,0,0,0
6195,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
6196,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7
6197,6,6,8,6,6,6,6,6,6,6,6,6,6,8,6,6,6,6,6,6,8,6,6
6198,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8
6199,2,3,3,2,2,2,2,2,2,3,2,3,2,3,3,3,3,3,3,3,3,3,3
6200,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6
6201,6,0,0,2,2,6,2,6,0,6,0,6,6,0,0,0,0,0,0,0,0,0,0
6202,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
6203,7,7,7,7,4,4,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7
6204,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6
6205,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6
6206,3,1,1,3,3,8,3,3,3,3,3,3,3,1,1,1,1,1,1,1,1,1,1
6207,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
6208,8,8,8,3,8,3,8,3,8,3,8,8,8,8,8,8,8,8,8,8,8,8,8
6209,8,8,8,8,2,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,3,8,8
6210,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7
6211,7,7,7,7,7,3,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7
6212,2,4,4,2,2,2,2,2,4,2,2,8,2,4,4,4,4,4,4,4,4,4,4
6213,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7
6214,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7
6215,3,3,3,8,3,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
6216,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7
6217,4,4,4,2,4,6,4,4,4,6,4,4,4,4,4,4,4,4,4,4,4,4,4
6218,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
6219,2,4,4,2,2,6,7,3,6,2,8,8,7,4,4,4,4,4,4,4,4,4,4
6220,2,3,3,2,2,2,2,2,2,2,2,2,2,3,3,3,3,2,3,3,3,3,3
6221,8,3,3,3,3,8,8,8,3,3,8,8,8,3,3,3,3,3,3,3,3,3,3
6222,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8
6223,4,4,4,6,6,6,4,6,4,2,4,4,4,4,4,4,4,4,4,4,4,4,4
